in0101	亦天凛	Yi 	Tianlin		in0101_1	A young man born with a special physique, who gathered all five elemental arts in one body. <br>Born in an unknown remote mining village. After his village was destroyed, he came to Jiangxi and stayed at the Wang Family in Zhongyan Village.	0	1	in0101		1.75		True		0
in27031	武装弓弩机关人(无)	Imperial Court 	Automaton Soldier		ev0603	Military automaton used by the Imperial Court, powered by heavy stones, without specific elemental attributes, well-built and equipped with arm crossbows.	0	1	ev0604	in27003	1.75		True		0
in27032	武装弓弩机关人(金)	Imperial Court 	Automaton Soldier		ev0612	Military automaton used by the Imperial Court, powered by a topaz, its element is metal, well-built and equipped with arm crossbows.	0	1	ev0622	in27003	1.75		True		0
in27033	武装弓弩机关人(木)	Imperial Court 	Automaton Soldier		ev0613	Military automaton used by the Imperial Court, powered by a jasper, its element is wood, well-built and equipped with arm crossbows.	0	1	ev0623	in27003	1.75		True		0
in27034	武装弓弩机关人(水)	Imperial Court 	Automaton Soldier		ev0614	Military automaton used by the Imperial Court, powered by a sapphire, its element is water, well-built and equipped with arm crossbows.	0	1	ev0624	in27003	1.75		True		0
in27035	武装弓弩机关人(火)	Imperial Court 	Automaton Soldier		ev0615	Military automaton used by the Imperial Court, powered by a ruby, its element is fire, well-built and equipped with arm crossbows.	0	1	ev0625	in27003	1.75		True		0
in27036	武装弓弩机关人(土)	Imperial Court 	Automaton Soldier		ev0616	Military automaton used by the Imperial Court, powered by a brown jade, its element is earth, well-built and equipped with arm crossbows.	0	1	ev0626	in27003	1.75		True		0
in27101	单武对练基础机关人(无)	Practice 	Automaton		ev0601	Wooden automaton powered by a heavy stone, has no specific elemental attribute, simply built and equipped with blades.	0	1	ev0601	in27001	1.75		True		0
in27102	单武对练基础机关人(金)	Practice 	Automaton		ev0607	Wooden automaton powered by a topaz, its element is metal, simply built and equipped with blades.	0	1	ev0607	in27001	1.75		True		0
in27103	单武对练基础机关人(木)	Practice 	Automaton		ev0608	Wooden automaton powered by a jasper, its element is wood, simply built and equipped with blades.	0	1	ev0608	in27001	1.75		True		0
in27104	单武对练基础机关人(水)	Practice 	Automaton		ev0609	Wooden automaton powered by a sapphire, its element is water, simply built and equipped with blades.	0	1	ev0609	in27001	1.75		True		0
in27105	单武对练基础机关人(火)	Practice 	Automaton		ev0610	Wooden automaton powered by a ruby, its element is fire, simply built and equipped with blades.	0	1	ev0610	in27001	1.75		True		0
in27106	单武对练基础机关人(土)	Practice 	Automaton		ev0611	Wooden automaton powered by a brown jade, its element is earth, simply built and equipped with blades.	0	1	ev0611	in27001	1.75		True		0
in27107	双武对练基础机关人(无)	Practice 	Automaton		ev0601	Wooden automaton powered by a heavy stone, has no specific elemental attribute, simply built and equipped with polearm.	0	1	ev0601	in27002	1.75		True		0
in27108	双武对练基础机关人(金)	Practice 	Automaton		ev0607	Wooden automaton powered by a topaz, its element is metal, simply built and equipped with polearm.	0	1	ev0607	in27002	1.75		True		0
in27109	双武对练基础机关人(木)	Practice 	Automaton		ev0608	Wooden automaton powered by a jasper, its element is wood, simply built and equipped with polearm.	0	1	ev0608	in27002	1.75		True		0
in27110	双武对练基础机关人(水)	Practice 	Automaton		ev0609	Wooden automaton powered by a sapphire, its element is water, simply built and equipped with polearm.	0	1	ev0609	in27002	1.75		True		0
in27111	双武对练基础机关人(火)	Practice 	Automaton		ev0610	Wooden automaton powered by a ruby, its element is fire, simply built and equipped withpolearm.	0	1	ev0610	in27002	1.75		True		0
in27112	双武对练基础机关人(土)	Practice 	Automaton		ev0611	Wooden automaton powered by a brown jade, its element is earth, simply built and equipped with polearm.	0	1	ev0611	in27002	1.75		True		0
in27113	对练基础飞蝗石机关人(无)	Practice 	Automaton		ev0601	Wooden automaton powered by a heavy stone, has no specific elemental attribute, simply built and equipped with arm crossbows.	0	1	ev0602	in27003	1.75		True		0
in27114	对练基础飞蝗石机关人(金)	Practice 	Automaton		ev0607	Wooden automaton powered by a topaz, its element is metal, simply built and equipped with arm crossbows.	0	1	ev0617	in27003	1.75		True		0
in27115	对练基础飞蝗石机关人(木)	Practice 	Automaton		ev0608	Wooden automaton powered by a jasper, its element is wood, simply built and equipped with arm crossbows.	0	1	ev0618	in27003	1.75		True		0
in27116	对练基础飞蝗石机关人(水)	Practice 	Automaton		ev0609	Wooden automaton powered by a sapphire, its element is water, simply built and equipped with arm crossbows.	0	1	ev0619	in27003	1.75		True		0
in27117	对练基础飞蝗石机关人(火)	Practice 	Automaton		ev0610	Wooden automaton powered by a ruby, its element is fire, simply built and equipped with arm crossbows.	0	1	ev0620	in27003	1.75		True		0
in27118	对练基础飞蝗石机关人(土)	Practice 	Automaton		ev0611	Wooden automaton powered by a brown jade, its element is earth, simply built and equipped with arm crossbows.	0	1	ev0621	in27003	1.75		True		0
in27119	单武考校基础机关人(无)	Test 	Automaton		ev0601	Wooden automaton powered by a heavy stone, has no specific elemental attribute, simply built and equipped with blades.	0	1	ev0601	in27001	1.75		True		0
in27120	单武考校基础机关人(金)	Test 	Automaton		ev0607	Wooden automaton powered by a topaz, its element is metal, simply built and equipped with blades.	0	1	ev0607	in27001	1.75		True		0
in27121	单武考校基础机关人(木)	Test 	Automaton		ev0608	Wooden automaton powered by a jasper, its element is wood, simply built and equipped with blades.	0	1	ev0608	in27001	1.75		True		0
in27122	单武考校基础机关人(水)	Test 	Automaton		ev0609	Wooden automaton powered by a sapphire, its element is water, simply built and equipped with blades.	0	1	ev0609	in27001	1.75		True		0
in27123	单武考校基础机关人(火)	Test 	Automaton		ev0610	Wooden automaton powered by a ruby, its element is fire, simply built and equipped with blades.	0	1	ev0610	in27001	1.75		True		0
in27124	单武考校基础机关人(土)	Test 	Automaton		ev0611	Wooden automaton powered by a brown jade, its element is earth, simply built and equipped with blades.	0	1	ev0611	in27001	1.75		True		0
in27125	双武考校基础机关人(无)	Test 	Automaton		ev0601	Wooden automaton powered by a heavy stone, has no specific five-element attribute, simply built and equipped with polearm.	0	1	ev0601	in27002	1.75		True		0
in27126	双武考校基础机关人(金)	Test 	Automaton		ev0607	Wooden automaton powered by a topaz, its element is metal, simply built and equipped with polearm.	0	1	ev0607	in27002	1.75		True		0
in27127	双武考校基础机关人(木)	Test 	Automaton		ev0608	Wooden automaton powered by a jasper, its element is wood, simply built and equipped with polearm.	0	1	ev0608	in27002	1.75		True		0
in27128	双武考校基础机关人(水)	Test 	Automaton		ev0609	Wooden automaton powered by a sapphire, its element is water, simply built and equipped with polearm.	0	1	ev0609	in27002	1.75		True		0
in27129	双武考校基础机关人(火)	Test 	Automaton		ev0610	Wooden automaton powered by a ruby, its element is fire, simply built and equipped withpolearm.	0	1	ev0610	in27002	1.75		True		0
in27130	双武考校基础机关人(土)	Test 	Automaton		ev0611	Wooden automaton powered by a brown jade, its element is earth, simply built and equipped with polearm.	0	1	ev0611	in27002	1.75		True		0
in27131	考校基础飞蝗石机关人(无)	Test 	Automaton		ev0601	Wooden automaton powered by a heavy stone, has no specific elemental attribute, simply built and equipped with arm crossbows.	0	1	ev0602	in27003	1.75		True		0
in27132	考校基础飞蝗石机关人(金)	Test 	Automaton		ev0607	Wooden automaton powered by a topaz, its element is metal, simply built and equipped with arm crossbows.	0	1	ev0617	in27003	1.75		True		0
in27133	考校基础飞蝗石机关人(木)	Test 	Automaton		ev0608	Wooden automaton powered by a jasper, its element is wood, simply built and equipped with arm crossbows.	0	1	ev0618	in27003	1.75		True		0
in27134	考校基础飞蝗石机关人(水)	Test 	Automaton		ev0609	Wooden automaton powered by a sapphire, its element is water, simply built and equipped with arm crossbows.	0	1	ev0619	in27003	1.75		True		0
in27135	考校基础飞蝗石机关人(火)	Test 	Automaton		ev0610	Wooden automaton powered by a ruby, its element is fire, simply built and equipped with arm crossbows.	0	1	ev0620	in27003	1.75		True		0
in27136	考校基础飞蝗石机关人(土)	Test 	Automaton		ev0611	Wooden automaton powered by a brown jade, its element is earth, simply built and equipped with arm crossbows.	0	1	ev0621	in27003	1.75		True		0
in27300	锦衣卫机关人(无)	Imperial Court 	Automaton		ev0605	Automatons built for stealth operation. Powered by a heavy stone, and has no specific elemental attribute. Equipped with cruel armaments like barbed arm hooks and corpse liquidfier. 	1	1	ev0605	in27100	1.75		True		0
in27301	单武强化机关人(无)	Strengthened 	Automaton		ev0601	Wooden automaton powered by a heavy stone, has no specific elemental attribute, simply built and equipped with blades.	0	1	ev0601	in27001	1.75		True		0
in27999	阎凰号	Mysterious 	Automaton		ev0606	An automaton that seems to be built to the image of a female. Powered by a brown jade, its element is earth and it is equipped with a pair of claws. Not only its movement is extremely agile, it's jade is also protected by reinforced armor, making it difficult to break it by countering its element.	1	1	ev0606	in27999	1.65		True		1
in31001	朱倩	Zhu 	Qian	Sword Fairy Under The Moon	ar0401	Grandmaster of the Crystalline Ice Sword Sect, expert in the Torrential Flying Snow swordplay. A match against her can be decided in a blink of an eye. <br>She is stern and conservative, and is disgusted by romantic relationships. She seems to hold a grudge against Xia Pavilion.	1	1	ar0401		1.65		True		1
in32001	武昊	Wu 	Hao	Thousand Hands	ar0201	Elder Thousand Hand of the Earth Dragon Sect from Mount Tai, Wu Zhe's father. He was promoted to imperial detective after saving the emperor in his youth. He is righteous and impartial. With his one-armed Eighteen Cloud Gate Sky Piercing Style, his fame resonates across the Jianghu.	0	2	ar0201		1.9		True		1
in33001	钟天曜	Zhong 	Tian Yao		ar0701	The former head of Sun Moon Mountain Villa, was once known as the number one in wulin on leg techniques. More than 10 years ago, he was targeted in a assassination attempt by Hall of Vicissitudes, he survived the assassination but his legs were broken as the result. Since then, his skills have been greatly diminished and he was forced to retired as the head. This catastrophe has further intensified the gap between the two branches of family...	0	1	ar0701		1.75		True		1
in34001	上官玄	Shangguan 	Xuan	Sun Piercing Silver Spear	ar0501	The patriarch of Shangguan family in the capital, father of Shangguan Xu. A master of spearman and veteran of the battlefield for over 20 years, known as "First Spear within the Nation". He held the title of Duke of Yan and Commander of the Left, in charge of the Northern Flame Guard.	0	2	ar0501		1.9		True		2
in35001	令狐锦	Linghu 	Jin	Thief King	ar0601	Master of Sky Stealer Fort. He acted as he pleased in the Mount Qin region together with the five camps under his command. Those in the Jianghu are all wary of his is unpredictable movements and his shadowless quick blade technique. Beneath his lax exterior lies a calculating mind.	0	1	ar0601		1.75		True		1
in35003	丘百壑	Qiu 	Baihe	Grave Badger	ar0603	The master of the Cave Badger camp and a master grave robber. He is skilled at digging underground caves, and is also an expert in manufacturing traps. To Cheng Yong, he is both a master and a father figure.	0	1	ar0603		1.75		True		2
in35004	令狐锦脱帽	Linghu 	Jin	Thief King	ar0601	Master of Sky Stealer Fort. He acted as he pleased in the Mount Qin region together with the five camps under his command. Those in the Jianghu are all wary of his is unpredictable movements and his shadowless quick blade technique. Beneath his lax exterior lies a calculating mind.	0	1	ar0602		1.75		True		1
in36006	焰狐	Flame 	Fox		in0001		1	1	ar0318		1.65		False		1
in36007	玉狐	Jade 	Fox		in0001		1	1	ar0317		1.65		False		1
in36008	兰狐	Orchid 	Fox		in0001		1	1	ar0319		1.65		False		1
in36009	小灵狐	Little 	Fox		in0001		1	4	ar0344		1.4		False		0
in38001	张梦阳	Zhang 	Mengyang	Sword of Fiery Virtue	ev0701	Head disciple of the grandmaster of Zhenwu Temple, Yin Kongmiao. One of the most outstanding young heroes of the Meng generation, his skill in the Mystical Heaven Swords are almost divine. He respects his masters and carries himself righteously. He is charitable and his loyalty unshakable, yet his hatred for evil is also passionate, and he does not hesitate to cut down the wicked. He is known in the Jianghu as Sword of Fiery Virtue.	0	1	ev0701	in48001	1.75		True		0
in41001	冰清剑派门人	Crystalline Ice Sword Sect 	Disciple		ar0402	Female disciples of the Crystalline Ice Sword Sect, rigidly upholding sect rules and mainting the purity of their bodies.If they are found to be in contact with men, they will suffer severe punishment. For that reason, fewer disciple came to this sect in recent years, and it has starting to decline.	1	1	ar0402		1.65		False		0
in42001	坤龙门门人流氓A	Earth Dragon Sect 	Disciple		ev0403		0	1	ev0403		1.75		False		1
in42002	坤龙门门人流氓B	Earth Dragon Sect 	Disciple		ev0403		0	1	ev0404		1.75		False		1
in42003	坤龙门门人流氓C	Earth Dragon Sect 	Disciple		ev0403		0	1	ev0405		1.75		False		1
in42004	坤龙门门人流氓D	Earth Dragon Sect 	Disciple		ev0403		0	1	ev0406		1.75		False		1
in42005	坤龙门门人武人	Earth Dragon Sect 	Disciple		in0000		0	1	ar0324		1.75		False		1
in42006	坤龙门门人强武人	Earth Dragon Sect 	Disciple		in0000		0	1	ar0325		1.75		False		1
in43001	日月山庄弟子黄男	Sun Moon Mountain Villa 	Disciple		ar0702	One of the four great families, the main lineage of the Zhong family of the Sun Moon Mountain Villa, and they are renowned as exceptional practitioners of martial arts kick techniques. However, the main lineage has been in seclusion in Sichuan for many years, resulting in limited understanding of the current state of affairs in the jianghu.	0	1	ar0702		1.75		False		0
in43002	日月山庄弟子黄女	Sun Moon Mountain Villa 	Disciple		ar0703	One of the four great families, the main lineage of the Zhong family of the Sun Moon Mountain Villa, and they are renowned as exceptional practitioners of martial arts kick techniques. However, the main lineage has been in seclusion in Sichuan for many years, resulting in limited understanding of the current state of affairs in the jianghu.	1	1	ar0703		1.65		False		0
in43003	日月山庄弟子蓝男	Sun Moon Mountain Villa 	Disciple		ar0704	One of the four great families, the branch lineage of the Zhong family of the Sun Moon Mountain Villa, and they are renowned as exceptional practitioners of martial arts kick techniques. Unlike the main lineage, the branch lineage does not prioritize family background and is open to accepting disciples from outside the family. Their disciples often travel and wander through the jianghu.	0	1	ar0704		1.75		False		0
in43004	日月山庄弟子蓝女	Sun Moon Mountain Villa 	Disciple		ar0705	One of the four great families, the branch lineage of the Zhong family of the Sun Moon Mountain Villa, and they are renowned as exceptional practitioners of martial arts kick techniques. Unlike the main lineage, the branch lineage does not prioritize family background and is open to accepting disciples from outside the family. Their disciples often travel and wander through the jianghu.	1	1	ar0705		1.65		False		0
in44001	北焰卫士兵	Northern Flame 	Guard 		ar0503	A Northern Flame Guard soldier of the imperial court, commanded by the Shangguan family for generations. They well versed in polearm and saber skills, and well equipped. They have been resisting invasions of the Scarlet Bone tribes for many years.	0	1	ar0503		1.75		False		1
in45001	窃天坞众	Sky Stealer Fort 	Disciple		ar0604	Thieves of unknown origin.	0	1	ar0604		1.75		False		1
in46001	白狐众	White Fox 	Disciple		in0001		1	1	ar0317		1.65		False		1
in46002	白狐众	White Fox 	Disciple		in0001		1	1	ar0318		1.65		False		1
in46003	白狐众	White Fox 	Disciple		in0001		1	1	ar0319		1.65		False		1
in47001	悲欢楼众	Hall of Vicissitudes	Assassin		ev0301	Hall of Vicissitudes Assassin, identity is unknown...	0	1	ev0301		1.75		False		1
in48001	真武道门人	Zhenwu Temple 	Disciple		ev0702	The daoists of the Zhenwu Temple, like the monks of the Holy Rock Sect in Jiangbei, they are praised and admired by many common people.	0	1	ev0702	in48001	1.75		False		0
in91001	乖乖	Nice	y		be0101	The nine-striped wolf bred by Zhong Ruoxin since her childhood, docile and obedient. He likes to eat sour food and then salty food.	3	3	be0101	in91001	0.5		True		0
in91002	凶凶	Fierc	y		be0102	The nine-striped wolf bred by Zhong Ruoxin since her childhood, fierce and irritable. His fur is abnormally coloured, and he hates it when others comment on it.	3	3	be0102	in91002	0.5		True		0
in92001	虎	Tig	er		be0103	Tiger in the mountain, very fierce.	3	3	be0103	in92001	1.75		True		0
in93001	狼	Wild 	Wolf		be0104	The wolves that inhabit the mountains, very fierce.	3	3	be0104	in93001	1.75		True		0
in93002	校宠(狼)	Ah 	Ha		be0104	Xia Pavillion's pet dog.	3	3	be0104	in93001	1.75		False		0
in93003	狼王(狼)	Wolf 	King		be0104	The leader of the wolf pack is more fierce than an ordinary wolf.	3	3	be0104	in93001	1.75		True		0
in94001	熊	Wild 	Bear		be0105	An angry wild bear.	3	3	be0105	in94001	1.4		True		0
io221000	战斗用官兵	Imperial 	Soldier		ev0204	Imperial Soldier, knows their way with a blade or spear, but have little tacitical knowledge.	0	1	ev0204		1.75		False		1
io222000	战斗用南昌官兵	Nanchang 	Soldier		ev0205	Soldiers from Nanchang magistrate guardhouses, wear almond yellow banners upon their backs.	0	1	ev0205		1.75		False		1
io231000	战斗用刺客	Masked 	Assassin		ev0301	Masked killers of unknown origin...	0	1	ev0301		1.75		False		1
io241000	战斗用山贼	Mountain 	Thief		ev0402	Bandits and thieves in the jianghu, often setting up camps in the green forested mountains. When resources in the camp are insufficient, they descend to rob, making them the most dreaded threat for common people and traders.	0	1	ev0402		1.75		False		1
io242000	战斗用流氓A	Marketplace 	Thug		ev0403	Widespread ruffians, behaving rudely and often bullying others through sheer force, but in reality, lacking any significant ability.	0	1	ev0403		1.75		False		1
io242001	战斗用流氓B	Marketplace 	Thug		ev0403	Widespread ruffians, behaving rudely and often bullying others through sheer force, but in reality, lacking any significant ability.	0	1	ev0404		1.75		False		1
io242002	战斗用流氓C	Marketplace 	Thug		ev0403	Widespread ruffians, behaving rudely and often bullying others through sheer force, but in reality, lacking any significant ability.	0	1	ev0405		1.75		False		1
io242003	战斗用流氓D	Marketplace 	Thug		ev0403	Widespread ruffians, behaving rudely and often bullying others through sheer force, but in reality, lacking any significant ability.	0	1	ev0406		1.75		False		1
io251000	战斗用武人	Martial 	Artist		in0000	Martial artist in the jianghu, with mediocre martial skills, finding it difficult to achieve greatness.	0	1	ar0324		1.75		False		1
io261000	战斗用男尸人	Corpse 	Zombie		ev0501	A corpse zombie that excude a strange aura, but still maintaing their self-awareness.	0	1	ev0501	io261000	1.75		False		0
io261001	战斗用女尸人	Corpse 	Zombie		ev0502	A corpse zombie that excude a strange aura, but still maintaing their self-awareness.	1	1	ev0502	io261001	1.65		False		0
bec001	bec001	Go 	Table		in0205	Ordinary Go table	3	3	ob_chi01		1.5		True	bec001	0
bec1207201_01	第二年七夕_金刚战保护用桌椅	Banquet 	Table		in0001	Tables and chairs used in the Nanchang city wine banquet competition. If you break them, you'll have to pay compensation.	3	3	ob_table02		1.5		False	bec1207201_01	0
bec1207201_02	第二年七夕_金刚战保护用桌椅02	Banquet 	Table		in0001	Tables and chairs used in the Nanchang city wine banquet competition. If you break them, you'll have to pay compensation.	3	3	ob_table07		1.5		False	bec1207201_02	0
in010601	素体南飞鍠	Nan 	Feihuang		in0106	A young man from a rural village, easy going, loves the wine and his friends, and talented in Martial Art.<br>When he was a child, he recieved teachings from a wandering swordsman, which made him fascinated with swords. Since the age of 12, he left his hometown and used his own sword style to travel the Jianghu.	0	1	in0122	in0106	1.75	703,705,713	True		0
in0206a	唐三长(第二年末手持百里风雷用)	Tang 	Sanchang	Fisherman Upon Great Waves	in0206	The master of polearms in Xia Pavilion, as well as the boatman ferrying guests and students. Addicted to drinking and often neglect his duty because of it. Was a disciple of Xia Pavilion in his youth, though he often flaunt his life experiences to the students, he rarely speaks about his personal past.	0	1	in0206	in0206	1.75		True		2
in03013	半杂鱼13	Yao 	Shanling		in03013	A female disciple from the divine wind temple, student of Xiang Qinzi, has an almost fanatical passion to heal others. She therefore gets along with her senior Yun Xiaohou very well.	1	1	in0324		1.65		True		0
in03014	半杂鱼14	He 	Changrui		in05510	An young man who left his hometown and came to Xia Pavillion to participate in the pavilion trial. He appears introverted and weak, but actually have a determined and strong heart.	0	1	in0303		1.65		True		0
in030141	半杂鱼14何长瑞屍人	He 	Changrui		in05511	An young man who left his hometown and came to Xia Pavillion to participate in the pavilion trial. He appears introverted and weak, but actually have a determined and strong heart. Yet after being tormented by the corpse poison, he seems to have lost his minds just like the other afflicted disciples.	0	1	ev0527	in05569	1.75		True		2
in03015	半杂鱼15	Uren 	Tuya		in03015	A girl from the Scarlet Bone Tribe, she was driven away from her home because of war, and was taken into the pavilion by Flying Snow Fox.	1	1	in0325		1.65		True		0
in03016	半杂鱼16	Di 	Guan		in03016	A disciple of Iron Temple of Spiritual Dragon, warrior monk of the Di generation, junior of Di Ting. He is kind and docile, and is fearful of killing and conflict. He greatly admires Di Ting, who can purge all his idle thoughts when striking out. Di Ting also understands his junior's compassionate heart, and does what his best to take care of Di Guan in the pavilion.	0	1	in0314	io511000	1.65		True		0
in04101	movie共用无立绘男学生新一号	Xia Pavillion 	Disciple		in0000	Disciple of Xia Pavillion.	0	1	in0313		1.75		False		0
in04102	movie共用无立绘男学生新二号(与谛观同模型，尽量别用)	Xia Pavillion 	Disciple		in0000	Disciple of Xia Pavillion.	0	1	in0314		1.75		False		0
in04103	movie共用无立绘男学生新三号	Xia Pavillion 	Disciple		in0000	Disciple of Xia Pavillion.	0	1	in0315		1.75		False		0
in04104	movie共用无立绘男学生新四号	Xia Pavillion 	Disciple		in0000	Disciple of Xia Pavillion.	0	1	in0316		1.75		False		0
in04105	movie共用无立绘男学生新五号	Xia Pavillion 	Disciple		in0000	Disciple of Xia Pavillion.	0	1	in0317		1.75		False		0
in04106	movie共用无立绘男学生新六号	Xia Pavillion 	Disciple		in0000	Disciple of Xia Pavillion.	0	1	in0318		1.75		False		0
in04107	movie共用无立绘女学生新一号	Xia Pavillion 	Female Disciple		in0001	Disciple of Xia Pavillion.	1	1	in0319		1.65		False		0
in04108	movie共用无立绘女学生新二号(与乌仁图娅同模型，尽量别用)	Xia Pavillion 	Female Disciple		in0001	Disciple of Xia Pavillion.	1	1	in0320		1.65		False		0
in04109	movie共用无立绘女学生新三号	Xia Pavillion 	Female Disciple		in0001	Disciple of Xia Pavillion.	1	1	in0321		1.65		False		0
in04110	movie共用无立绘女学生新四号	Xia Pavillion 	Female Disciple		in0001	Disciple of Xia Pavillion.	1	1	in0322		1.65		False		0
in04111	movie共用无立绘女学生新五号	Xia Pavillion 	Female Disciple		in0001	Disciple of Xia Pavillion.	1	1	in0323		1.65		False		0
in04112	movie共用无立绘女学生新六号(与姚山灵同模型，尽量别用)	Xia Pavillion 	Female Disciple		in0001	Disciple of Xia Pavillion.	1	1	in0324		1.65		False		0
in05106	叶翁道恒事件3NPC	Ye 	Weng		ar0345		0	1	ar0345		1.75		True		2
in05200	天罡寨众	Tiangang Village 	Man		ev0403	Men struggling to survive in Tiangang Camp	0	1	ev0403		1.75		False		1
in05201	幼时南飞鍠	Young 	Nan Feihuang		in0000	Young Nan Feihuang, all he wanted was to become a legendary swordsman, upholding justice, and defend the weak from the strong.	0	4	ar0335	in15005	1.4		False		0
in05202	霍萱萱	Huo 	Xuanxuan		in0001	Young Huo Xuanxuan is a quiet and respectful child and childhood friend of Nan Feihuang. Nan Feihuang was always forced her to watch his sword moves.	1	4	ar0308		1.4		False		0
in05203	南飞鍠义父	Nan 	Huai		in0000	Foster Father Nan Huai is a master craftsman, but his life had been a tragic one. He once worked on developing automatons in the Hall of Heavenly Secrets, but he lost his home and belonging when Yan Huang betrayed Mu Renxin.... Later, he lived in seclusion in a remote village, changing his original name of Nan Moyun to Nan Huai, and adopted the orphan Nan Feihuang.	0	1	ar0303		1.75		False		1
in05204	盗匪	Ban	dit		ev0402	A bandit hired to kidnap a child.	0	1	ev0402		1.75		True		1
in05207	商人	Mer	chant		in0000	Human trafficker who specialize in kidnapping the poor or children.	0	1	ar0331		1.75		False		2
in05210	屋内的人	Voice 	From The House		in0001		1	4	ar0308		1.4		False		0
in05325	慌张的妇人	Panicked	Woman			A woman anxious over the disappearance of her daughter.	1	1	ar0329		1.65		False		2
in05326	慌张的小女孩	Panicked	Little Girl			A little girl separated from her family and trapped by automaton.	1	4	ar0340		1.4		False		0
in05327	伤心的小男孩	Sorrowful 	Little Boy			A boy from Zhongyan Village, grieving over the disappearance of his sister.	0	4	ar0337		1.4		False		0
in05328	失控的机关人	Out of control 	Automaton		ev0607	Automaton gone berserk for unknown reasons.	0	1	ev0607	in27002	1.75		True		0
in05329	爆走的机关人	Berserk 	Automaton		ev0607	Automaton gone berserk for unknown reasons.	0	1	ev0607	in27002	1.75		True		0
in05330	重岩村盗贼	Pompous 	Thieves		ev0402	Sneaky thief up to mischief.	0	1	ev0402		1.75		True		0
in05331	重岩村盗贼	Thief 	Minion		ev0402	Sneaky thief up to mischief.	0	1	ev0402		1.75		True		0
in05332	巡逻的机关人	Patrolling 	Automaton		ev0607	A patrolling automaton.	0	1	ev0607	in27002	1.75		True		0
in05333	逃命的富家女	Well-dressed 	Rich girl		in0001	A brightly dressed woman emerged from the bushes... panting heavily, as if escaping the clutches of someone.	1	1	ar0354	in05333	1.65		False		0
in05334	盗匪头目	Bandit 	Leader		ev0401	An arrogant bandit lieutenant, boldly robbing innocent people in broad daylight.	0	2	ev0401		1.9		True		1
in05335	盗匪喽罗（一）	Bandit 	Minion		ev0402	Bandit lackeys.	0	1	ev0402		1.75		True		1
in05336	盗匪喽罗（二）	Bandit 	Minion		ev0402	Bandit lackeys.	0	1	ev0402		1.75		True		1
in05337	盗匪喽罗（三）	Bandit 	Minion		ev0402	Bandit lackeys.	0	1	ev0402		1.75		True		1
in05338	盗匪喽罗（四）	Bandit 	Minion		ev0402	Bandit lackeys.	0	1	ev0402		1.75		True		1
in05339	盗匪喽罗（五）	Bandit 	Minion		ev0402	Bandit lackeys.	0	1	ev0402		1.75		True		1
in05340	陆凌霜	Lu 	Lingshuang		ev0715	The person who had a one-sided encounter was actually the small leader of the food robbers and bandits.	1	1	ev0715		1.65		True		0
in05342	猎熊人老大（木刀）	Bear Hunter 	Boss		ev0403	Unscrupulous hunter specializing in hunting animal skins.	0	1	ev0403		1.75		True		1
in05343	猎熊人跟班（木短兵）	Bear Hunter 	Follower		ev0403	Unscrupulous hunter specializing in hunting animal skins.	0	1	ev0404		1.75		True		1
in05344	特制受能玉主机关人（金）	Jade Empowered 	Automaton		ev0607	Wooden automaton powered by yellow jade, infused with the metal element, featuring a simple design, and equipped with long-range weapon arms. It is specially equipped with energy-receiving jade.	0	1	ev0607	in27002	1.75		True		0
in05345	特制受能玉副机关人（火）	Defensive 	Follower Automaton		ev0610	Wooden automaton powered by red jade, infused with the fire element, featuring a simple design, and equipped with Polearm. It is specially equipped with energy-receiving jade.	0	1	ev0610	in27002	1.75		True		0
in05346	特制受能玉副机关人（土）	Defensive 	Follower Automaton		ev0611	Wooden automaton powered by brown jade, infused with the earth element, featuring a simple design, and equipped with Polearm. It is specially equipped with energy-receiving jade.	0	1	ev0611	in27002	1.75		True		0
in05347	猎熊人喽罗（木刀）	Bear Hunter 	Minion		ev0403	Unscrupulous hunter specializing in hunting animal skins.	0	1	ev0405		1.75		True		1
in05348	猎熊人喽罗（木短兵）	Bear Hunter 	Minion		ev0403	Unscrupulous hunter specializing in hunting animal skins.	0	1	ev0406		1.75		True		1
in05349	陆以甫（锻炼新生意志）	Lu 	Yifu		in0301	The mischievous junior brother, despite being watched closely by the senior master, remain indifferent. Cluelessly, unaware that they are about to face the most terrifying thing in their life.	0	1	in0301		1.75		False		0
in05350	陆以柔（锻炼新生意志）	Lu 	Yirou		in0308	The mischievous junior sister, despite being watched closely by the senior master, remain indifferent. Playful by nature, loves to talk, and might soon be scared speechless.	1	1	in0308		1.65		False		0
in05351	南昌城兵队长	Nanchang 	Captain		ev0205	Captain of Nanchang soldiers, who came to support his troops, always moved half a beat too slow... maybe because of his big belly and lack of actual combat experience.	0	1	ev0205		1.75		True		1
in05352	鬼一	Vicious 	Ghost		in0000	Menacing ghost emerged from unknown area, emitting a foul odor.	0	1	ar0323	in05353	1.75		False		1
in05353	鬼二	Vicious 	Ghost		in0001	Menacing ghost emerged from unknown area, emitting a foul odor.	1	1	ar0351	in05353	1.65		False		2
in05354	女罗刹（宁楚楚所扮）	Female 	Rakshasa		in0001	Female rakshasa, with red eyes exuding a murderous aura, her body contorted and exceptionally eerie.	1	1	ev0512	in05353	1.65		False		1
in05355	男罗刹（武辙所扮）	Male 	Rakshasa		in0000	Male rakshasa, with a large and somewhat cumbersome body, but still exuding a sense of murderous intent.	0	1	ev0513	in05353	1.75		False		0
